Checked	Protein FDR Confidence: Combined	Master	Accession	Description	Exp. q-value: Combined	Contaminant	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	# Razor Peptides	Abundances (Normalized): F1: Sample	Abundances (Normalized): F2: Sample	Abundances (Normalized): F3: Sample	Abundances (Normalized): F4: Sample	Abundances (Normalized): F5: Sample	Abundances (Normalized): F6: Sample	Abundances (Normalized): F7: Sample	Abundances (Normalized): F8: Sample	Abundances (Normalized): F9: Sample	Abundances (Normalized): F10: Sample	Abundances (Normalized): F11: Sample	Abundances (Normalized): F12: Sample	Found in Sample: [S1] F1: Sample	Found in Sample: [S2] F2: Sample	Found in Sample: [S3] F3: Sample	Found in Sample: [S4] F4: Sample	Found in Sample: [S5] F5: Sample	Found in Sample: [S6] F6: Sample	Found in Sample: [S7] F7: Sample	Found in Sample: [S8] F8: Sample	Found in Sample: [S9] F9: Sample	Found in Sample: [S10] F10: Sample	Found in Sample: [S11] F11: Sample	Found in Sample: [S12] F12: Sample	# Protein Groups	Modifications
FALSE	High	Master Protein	O15160	DNA-directed RNA polymerases I and III subunit RPAC1 OS=Homo sapiens OX=9606 GN=POLR1C PE=1 SV=1	0	FALSE	37.4	28	7	103	7	346	39.2	5.5	125.48	7	0	34338795.95	36419325.7	34397521.49	47889872.76	38385542.53	43940606.85	36133144.9	35883940.13	45128010.78	38958157.09	39483515.28	38067261.57	High	High	High	High	High	High	High	High	High	High	High	High	1	Met-loss+Acetyl [N-Term]
FALSE	High	Master Protein	O43237	Cytoplasmic dynein 1 light intermediate chain 2 OS=Homo sapiens OX=9606 GN=DYNC1LI2 PE=1 SV=1	0	FALSE	112.564	43	16	269	14	492	54.1	6.38	633.06	16	0	28607056.56	32673372.18	34513926.78	34482611.65	31607733.88	32825861.77	32873629.89	29052569.77	30351687.91	43515727.2	40762792.26	38737397.53	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9UGI8	Testin OS=Homo sapiens OX=9606 GN=TES PE=1 SV=1	0	FALSE	109.438	54	18	296	18	421	48	7.68	594.86	18	0	35005054.24	33444914.97	34568854.15	36976981.68	34717115.34	39183555.8	29058731.94	26196268.05	27071979.11	32242960.69	31164862.76	29995628.67	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P23921	Ribonucleoside-diphosphate reductase large subunit OS=Homo sapiens OX=9606 GN=RRM1 PE=1 SV=1	0	FALSE	121.338	34	23	322	23	792	90	7.15	624.53	23	0	34279385.48	29690876.03	34576769.91	31927559.18	31184122.59	31947809.58	32312025.81	36781095.73	39490603.74	38953487.61	37225839.68	33128396.86	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P62993	Growth factor receptor-bound protein 2 OS=Homo sapiens OX=9606 GN=GRB2 PE=1 SV=1	0	FALSE	53.964	38	9	291	9	217	25.2	6.32	478.3	9	0	34583514.55	31193209.94	34592139.66	28917113.95	31673617.84	35838928.77	38274045.18	32806906.47	31310368.53	28351650.8	27735610.54	27502354.55	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q16576	Histone-binding protein RBBP7 OS=Homo sapiens OX=9606 GN=RBBP7 PE=1 SV=1	0	FALSE	115.586	36	12	974	6	425	47.8	5.05	1434.97	12	0	35642201.7	35172129.3	34634572.66	37008557.1	37251436.23	35512438.19	36595980.2	33814997.49	33961490.24	34392957.77	35007812.52	34812964.92	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9GZZ1	N-alpha-acetyltransferase 50 OS=Homo sapiens OX=9606 GN=NAA50 PE=1 SV=1	0	FALSE	41.195	55	9	188	9	169	19.4	8.81	348.19	9	0	33371536.24	30351970.7	34637053.22	32090322.83	33197475.86	34068015.68	27792585.8	27684096.28	27648027.37	32405529.94	33019225.08	32452018.51	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P18583	Protein SON OS=Homo sapiens OX=9606 GN=SON PE=1 SV=4	0	FALSE	140.42	17	27	386	27	2426	263.7	5.64	693.18	27	0	34737327.87	34896689.77	34645870.95	38690059.25	34535049.07	29503179.7	42738929.85	31511873.81	37448756.67	27327258.9	30366742.93	27674632.77	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	O43252	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1 OS=Homo sapiens OX=9606 GN=PAPSS1 PE=1 SV=2	0	FALSE	124.363	40	21	319	21	624	70.8	6.86	575.56	21	0	36416620.99	33933926.77	34670857	32728233.51	34072770.95	39075321.29	24295534.41	27614548.65	27229556.88	33515154.88	31880153.25	34751521.82	High	High	High	High	High	High	High	High	High	High	High	High	1	Acetyl [N-Term]
FALSE	High	Master Protein	Q02809	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 OS=Homo sapiens OX=9606 GN=PLOD1 PE=1 SV=2	0	FALSE	121.231	43	25	429	24	727	83.5	6.95	701.85	25	1	29305115.25	29326643.31	34724266.48	35979675.64	37735293.56	32751865.96	27739600.35	25306032.29	25588298.97	29394221.12	30533250.48	36241433.53	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9HC35	Echinoderm microtubule-associated protein-like 4 OS=Homo sapiens OX=9606 GN=EML4 PE=1 SV=3	0	FALSE	131.128	37	26	321	26	981	108.8	6.4	578.84	26	0	35484064.68	34599549.37	34736543.15	28845642.47	31066373	30347086.45	30547290.61	29191562.88	32873418.48	39657726.9	38602209.47	38686339.45	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9NR12	PDZ and LIM domain protein 7 OS=Homo sapiens OX=9606 GN=PDLIM7 PE=1 SV=1	0	FALSE	72.745	31	11	162	11	457	49.8	8.41	315.14	11	0	33796279.69	33490443.69	34759209.15	34815756.78	32397372.07	32790216.15	33498050.31	33009892.63	32844444.38	31442435.47	29672684.26	26166249.3	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	O75844	CAAX prenyl protease 1 homolog OS=Homo sapiens OX=9606 GN=ZMPSTE24 PE=1 SV=2	0	FALSE	75.438	33	13	299	13	475	54.8	7.49	590.37	13	0	34139018.85	33859155.42	34806553.8	36519358.49	33932925.62	36183859.22	33881609.94	32743115.28	34712603.4	32556545.87	30877253.31	29714051.16	High	High	High	High	High	High	High	High	High	High	High	High	1	Acetyl [N-Term]
FALSE	High	Master Protein	O75531	Barrier-to-autointegration factor OS=Homo sapiens OX=9606 GN=BANF1 PE=1 SV=1	0	FALSE	34.769	56	4	137	4	89	10.1	6.09	235.03	4	0	37043666.51	33409861.5	34826182.53	35847612.67	35336492.64	41691075.31	44219978.69	31427377.8	34089669.42	33871186.01	33474834.64	31174744.82	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	O14974	Protein phosphatase 1 regulatory subunit 12A OS=Homo sapiens OX=9606 GN=PPP1R12A PE=1 SV=1	0	FALSE	155.787	33	28	431	28	1030	115.2	5.4	844.16	28	0	43525888.49	32835956.35	34858054.41	54022468.7	51343923.77	53654204.28	51898151.63	47249650.33	46783720.39	28835848.61	27680501.22	32547232.11	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9Y5X2	Sorting nexin-8 OS=Homo sapiens OX=9606 GN=SNX8 PE=1 SV=1	0	FALSE	29.747	20	8	44	8	465	52.5	7.39	32.89	8	0	25344685.29	30133653.41	34963720.02	30742854.13	43472866.46	33255337.24	26233470.58	41946663.68	22866252.8	15975479.72	18220091.37	16303376.65	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9NUQ9	CYFIP-related Rac1 interactor B OS=Homo sapiens OX=9606 GN=CYRIB PE=1 SV=1	0	FALSE	105.072	50	12	363	11	324	36.7	6.06	698.85	12	2	29988276.8	32275193.07	35069817.13	35461567.23	32915812.74	35683239.86	41053774.55	38666821.54	36777233.54	44039874.58	44410778.1	44200088.27	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q6PI48	Aspartate--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=DARS2 PE=1 SV=1	0	FALSE	90.85	33	17	497	17	645	73.5	8.02	791.06	17	0	34971658.2	34592146.71	35186754.02	35661601.68	32280724.14	32302333	39196753.63	37639258.09	41586672.54	33966676.59	32490047.48	31016395.42	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q14061	Cytochrome c oxidase copper chaperone OS=Homo sapiens OX=9606 GN=COX17 PE=1 SV=2	0	FALSE	38.867	65	5	100	5	63	6.9	7.24	244.85	5	0	35386355.72	32583377.74	35202110.72	29153108.04	24799737.73	31958336.3	36064557.59	39709088.06	39564661.48	46357404.13	49188470.34	47308874.58	High	High	High	High	High	High	High	High	High	High	High	High	1	Met-loss [N-Term]
FALSE	High	Master Protein	Q29RF7	Sister chromatid cohesion protein PDS5 homolog A OS=Homo sapiens OX=9606 GN=PDS5A PE=1 SV=1	0	FALSE	158.953	29	30	527	27	1337	150.7	7.91	922.95	30	3	34491309.98	32952210	35220526.55	32644819.97	28089342.41	27639153.48	32234674.73	30288046.34	33382333.85	35494818.46	33727797.09	34218575.9	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	O95197	Reticulon-3 OS=Homo sapiens OX=9606 GN=RTN3 PE=1 SV=2	0	FALSE	45.704	9	6	172	5	1032	112.5	4.96	266.12	6	1	43394288.25	37089719.31	35261027.88	40535916.26	40454221.01	41233987.71	38122496.69	37650254.52	33745405.46	41454916.53	40527560.03	36910617.97	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q5TDH0	Protein DDI1 homolog 2 OS=Homo sapiens OX=9606 GN=DDI2 PE=1 SV=1	0	FALSE	75.871	43	11	278	11	399	44.5	5.05	683.29	11	0	37495351.11	36646439.36	35333282.35	40556917.3	36311235.72	42503685.7	38421802.06	36461690.35	40088544.98	42829068.03	37538984.89	40555033.96	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q12849	G-rich sequence factor 1 OS=Homo sapiens OX=9606 GN=GRSF1 PE=1 SV=3	0	FALSE	89.579	44	15	344	15	480	53.1	6.19	641.36	15	0	34513455.57	34365619.35	35429481.83	49839439.87	47119626.56	45859800.46	28835014.08	26285241.38	28690737.42	29971166.39	31237041.36	27799474.41	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P52789	Hexokinase-2 OS=Homo sapiens OX=9606 GN=HK2 PE=1 SV=2	0	FALSE	119.149	25	21	315	18	917	102.3	6.05	618.56	21	0	39118615.89	36732687.3	35500068.02	33830594.26	28830249	29371706.4	34860646.53	33600170.64	35750214.38	43801597.06	48001243.91	53997417.37	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P11388	DNA topoisomerase 2-alpha OS=Homo sapiens OX=9606 GN=TOP2A PE=1 SV=3	0	FALSE	169.627	26	33	468	24	1531	174.3	8.72	854.91	33	9	28078150.13	35506738.46	35534535.41	41954568.99	48882159.74	39823902.46	24654128.39	34045622.75	27891319.73	16399164.12	26375296.01	24025312.27	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9BT78	COP9 signalosome complex subunit 4 OS=Homo sapiens OX=9606 GN=COPS4 PE=1 SV=1	0	FALSE	122.373	49	16	386	16	406	46.2	5.83	835.71	16	0	34837768.54	33429655.91	35534651.31	35293877.85	32216484.02	35813042.29	28337877.52	27448904.2	28225595.92	37678264.49	38648574.74	37779306.62	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q92538	Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1 OS=Homo sapiens OX=9606 GN=GBF1 PE=1 SV=2	0	FALSE	172.148	21	32	546	32	1859	206.3	5.73	774.58	32	0	33697677.08	36237780.75	35582047.69	35116388.84	33721734.77	31692462.19	33657362.36	34623714.71	34925155.95	36633928.19	37273973.59	37892958.19	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	O94760	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1 OS=Homo sapiens OX=9606 GN=DDAH1 PE=1 SV=3	0	FALSE	85.188	61	15	265	14	285	31.1	5.81	471	15	1	33985865.65	36653423.87	35593038.78	28387013.73	27431621.31	30430307.78	41261693.86	35510099.17	37613494.99	37092512.67	35190252.38	37373609.04	High	High	High	High	High	High	High	High	High	High	High	High	1	Met-loss+Acetyl [N-Term]
FALSE	High	Master Protein	Q9H845	Complex I assembly factor ACAD9, mitochondrial OS=Homo sapiens OX=9606 GN=ACAD9 PE=1 SV=1	0	FALSE	122.398	43	24	384	24	621	68.7	7.96	684.53	24	0	34559353.49	34506081.92	35636962.12	34334653.43	31368362.57	36912728	38528897.18	34858711.49	40412828.53	54327764.43	51370199.11	59368594.22	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q96D46	60S ribosomal export protein NMD3 OS=Homo sapiens OX=9606 GN=NMD3 PE=1 SV=1	0	FALSE	132.301	47	18	310	18	503	57.6	7.14	637.37	18	0	37319387.86	35342581.21	35692199.9	35481527.12	35345074.25	36274164.44	40051007.15	36750264.21	42077266.31	45135831.74	48831966.15	46575339.35	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	O14579	Coatomer subunit epsilon OS=Homo sapiens OX=9606 GN=COPE PE=1 SV=3	0	FALSE	97.848	58	11	326	11	308	34.5	5.12	827.97	11	0	37613995.39	36728280.11	35702203.78	34268857.9	29998619.33	31470721.68	33692731.41	33889891.45	36039999.45	33222022.58	29940972.54	27925125.83	High	High	High	High	High	High	High	High	High	High	High	High	1	Met-loss [N-Term]
FALSE	High	Master Protein	Q8IV08	5'-3' exonuclease PLD3 OS=Homo sapiens OX=9606 GN=PLD3 PE=1 SV=1	0	FALSE	54.315	25	9	198	9	490	54.7	6.47	324.38	9	0	36556328.65	35970990.04	35755262.03	35747632.48	32232020.16	31149453.19	28280414.62	30940805.17	30270187.87	38976847.78	37853874.02	39091280.56	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q5JWF2	Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas OS=Homo sapiens OX=9606 GN=GNAS PE=1 SV=2	0	FALSE	126.487	20	16	356	15	1037	111	5.03	743.1	16	0	40530530.89	31558889.95	35756004.38	46769696.39	41914058.28	43752098.98	40021283.65	33069741.81	31794115.61	36960901.78	31831597.96	33894492.29	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q5VYK3	Proteasome adapter and scaffold protein ECM29 OS=Homo sapiens OX=9606 GN=ECPAS PE=1 SV=2	0	FALSE	159.889	21	29	423	29	1845	204.2	7.12	748.02	29	0	33673227.42	33340284.13	35769471.72	40063898.33	35436349.54	37831030.83	27344195.05	28592469.42	28755007	20034479.51	20302669.36	19729767.18	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	O43739	Cytohesin-3 OS=Homo sapiens OX=9606 GN=CYTH3 PE=1 SV=2	0	FALSE	74.554	35	13	230	8	400	46.3	5.47	356.35	13	5	39502693.46	31522494.9	35997946.7	23890562.33	20503138.1	23870933.59	21668867.36	20003871.89	28375984.83	32188967.28	33564755.07	34451246.14	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P35237	Serpin B6 OS=Homo sapiens OX=9606 GN=SERPINB6 PE=1 SV=3	0	FALSE	99.149	48	15	386	14	376	42.6	5.27	929.39	15	1	34721073.77	36979385.33	36082950.31	59398690.07	58877809.96	68644144.53	38021338.48	32367237.98	37196363.91	29016809.92	28521270.03	28430468.42	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P80723	Brain acid soluble protein 1 OS=Homo sapiens OX=9606 GN=BASP1 PE=1 SV=2	0	FALSE	132.512	72	11	136	11	227	22.7	4.63	591.86	11	0	28597159.03	33775818.57	36091559.82	51908392.32	51995474.9	56672862.31	35926894	39117528.94	41755572.58	47395418.53	42522902.22	44562570	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P26447	Protein S100-A4 OS=Homo sapiens OX=9606 GN=S100A4 PE=1 SV=1	0	FALSE	22.402	37	5	144	5	101	11.7	6.11	225.23	5	0	36401544.68	34393415.82	36105706.31	26106952.9	23738187.05	26664954.74	41352742.41	38973903.66	36319060.42	41605891.75	39110268.23	34319021.02	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	O15031	Plexin-B2 OS=Homo sapiens OX=9606 GN=PLXNB2 PE=1 SV=3	0	FALSE	223.787	28	38	638	38	1838	205	6.24	1004.97	38	0	34929051.47	37291211.61	36170418.52	31441068.06	30220307.42	30366359.88	31679967.53	30494214.73	31291704.48	36196989.53	35983048.17	36616490.94	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q13185	Chromobox protein homolog 3 OS=Homo sapiens OX=9606 GN=CBX3 PE=1 SV=4	0	FALSE	75.24	30	6	632	4	183	20.8	5.33	847.26	6	0	37723674.13	36696263.74	36173330.03	34033210.96	33950355.96	34850611.88	36896122.56	33577663.94	32764886.44	29286941.18	32033145.21	37307907.66	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9Y5K6	CD2-associated protein OS=Homo sapiens OX=9606 GN=CD2AP PE=1 SV=1	0	FALSE	117.875	37	20	273	20	639	71.4	6.4	528.9	20	0	36869302.94	34333079.67	36224238.04	40940115.74	35414844.3	36999058.6	39800017.91	38449962.98	36217705.66	28852245	32439424.27	29140176.96	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q5JPE7	Nodal modulator 2 OS=Homo sapiens OX=9606 GN=NOMO2 PE=1 SV=1	0	FALSE	162.821	33	29	445	1	1267	139.4	5.76	769.56	29	28	35249374	33958208.14	36352028.23	34804724.99	31432806.96	34410837.29	32245066.45	30607470.64	30274906.95	28179236.46	31196701.51	29066410.63	High	High	Not Found	Not Found	High	Not Found	Not Found	High	Not Found	Not Found	Not Found	Not Found	1	
FALSE	High	Master Protein	Q9Y6C9	Mitochondrial carrier homolog 2 OS=Homo sapiens OX=9606 GN=MTCH2 PE=1 SV=1	0	FALSE	85.104	36	8	260	8	303	33.3	7.97	603.17	8	0	38048268.15	35156457.44	36381930.46	50430117.11	46412628.29	43319688.57	43453311.7	39868264.16	43652897.14	29700336.79	36247011.39	35051924.93	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P13987	CD59 glycoprotein OS=Homo sapiens OX=9606 GN=CD59 PE=1 SV=1	0	FALSE	28.715	25	4	126	4	128	14.2	6.48	251.82	4	0	41674214.78	36285786.81	36406453.64	49127585.32	49873751.09	58708961.79	39167810.53	29340669.25	33971540.82	43391917.36	50187067.86	47162551.09	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P51571	Translocon-associated protein subunit delta OS=Homo sapiens OX=9606 GN=SSR4 PE=1 SV=1	0	FALSE	35.77	29	4	121	4	173	19	6.15	300.66	4	0	41240444.89	39035995.49	36443299.56	32686082.61	28606309.56	29538452.23	43313998.61	41209260.09	42240654.41	35273582.62	42851715.58	40334179.53	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q96KP1	Exocyst complex component 2 OS=Homo sapiens OX=9606 GN=EXOC2 PE=1 SV=1	0	FALSE	70.133	21	18	277	18	924	104	6.9	159.89	18	0	37682811.13	35777260.31	36486213.32	35388491.54	32093812.31	37854422.13	43343213.11	38912042.69	38744626.06	34494211.82	33070440.99	31847539.31	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q15003	Condensin complex subunit 2 OS=Homo sapiens OX=9606 GN=NCAPH PE=1 SV=3	0	FALSE	139.377	37	20	342	20	741	82.5	5.06	762.34	20	0	34617967.09	35005556.26	36507564.99	36738603.16	34477283.11	36156246.44	35944745.25	34009879.05	32823289.77	26832066.27	28019889.65	25443500.44	High	High	High	High	High	High	High	High	High	High	High	High	1	Met-loss [N-Term]
FALSE	High	Master Protein	A4D1S0	Killer cell lectin-like receptor subfamily G member 2 OS=Homo sapiens OX=9606 GN=KLRG2 PE=1 SV=3	0	FALSE	90.988	33	12	397	12	409	42.8	5.87	873.7	12	0	38982223.35	37225820.18	36569274.46	92577361.9	99292917.47	93690086.34	90133315.65	82415255.41	85373591.43	37533774.57	37063854.8	39012546.22	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P21926	CD9 antigen OS=Homo sapiens OX=9606 GN=CD9 PE=1 SV=4	0	FALSE	30.006	18	4	113	4	228	25.4	7.15	210.49	4	0	51787261.15	41710189.94	36622085.47	32358262.49	24036826.82	43393450.71	25595907.18	23770856.56	31155586.01	69887176.93	63784905.05	57885378.12	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q08380	Galectin-3-binding protein OS=Homo sapiens OX=9606 GN=LGALS3BP PE=1 SV=1	0	FALSE	67.821	28	14	334	14	585	65.3	5.27	558.07	14	0	40499980.49	38937816.85	36753112.88	43413728.79	30128191.7	33911386.06	44266051.1	43251007.39	43223195.89	52901968.18	49201946.26	54086912.44	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9H2M9	Rab3 GTPase-activating protein non-catalytic subunit OS=Homo sapiens OX=9606 GN=RAB3GAP2 PE=1 SV=1	0	FALSE	163.624	26	30	564	30	1393	155.9	5.62	910.29	30	0	41306226.75	39778723.81	36756708.19	50406915.31	46683374.55	47210919.6	44407711.62	39220640.11	42298729.34	38920930.85	39542609.06	37354506.52	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q00653	Nuclear factor NF-kappa-B p100 subunit OS=Homo sapiens OX=9606 GN=NFKB2 PE=1 SV=4	0	FALSE	152.554	37	24	376	24	900	96.7	6.25	818	24	0	39326250.83	38488317.25	36768202.93	67647121.89	63323393.64	68538978.37	49998371.86	46585713.79	45612599.09	60258735.32	67486649.76	75950262.26	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	Low	Master Protein	Q92839	Hyaluronan synthase 1 OS=Homo sapiens OX=9606 GN=HAS1 PE=1 SV=2	0.056	FALSE	1.919	1	1	12	1	578	64.8	9.19	1.71	1	0	46321557.38	39945946.9	36845198.97	31754678.29	28884264.81	29169347.61	44265389.5	41077204	40401805.73	31275151.97	31399951.36	31641926.06	Peak Found	High	High	High	High	Peak Found	High	High	High	High	High	Peak Found	1	
FALSE	High	Master Protein	P13929	Beta-enolase OS=Homo sapiens OX=9606 GN=ENO3 PE=1 SV=5	0	FALSE	64.631	14	4	743	1	434	47	7.71	1856.23	4	0	55049611.3	46174121.18	36995645.5	38380660.17	35982883.32	41763966.95	46376653.59	41501343.88	46954342.12	38246605.57	40786104.31	44069681.3	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q8IWL3	Iron-sulfur cluster co-chaperone protein HscB OS=Homo sapiens OX=9606 GN=HSCB PE=1 SV=3	0	FALSE	10.003	8	2	18	2	235	27.4	7.69	19.06	2	0	46787459.28	40328390.3	37025179.27	31754678.29	28529030.76	29169347.61	43834497.76	41077204	40281832.88	31625956.33	31399951.36	31878720.34	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9UKM9	RNA-binding protein Raly OS=Homo sapiens OX=9606 GN=RALY PE=1 SV=1	0	FALSE	58.545	43	13	266	13	306	32.4	9.17	482.55	13	0	36041237.4	37356779.04	37127813.94	44021216.06	43578493.45	40056992.79	49532721.64	41614553.41	45617036.87	29250076.51	38539766.73	31472361.71	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P07942	Laminin subunit beta-1 OS=Homo sapiens OX=9606 GN=LAMB1 PE=1 SV=2	0	FALSE	126.36	18	22	245	22	1786	197.9	4.94	369.8	22	0	38042771.46	34040603.81	37142470.05	31602121.95	29307689.74	32104039.03	29505380.67	26650157.98	33116162.1	34989558.52	31458417.65	35780406.27	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9H444	Charged multivesicular body protein 4b OS=Homo sapiens OX=9606 GN=CHMP4B PE=1 SV=1	0	FALSE	48.668	39	7	197	7	224	24.9	4.82	426	7	0	40426946.69	34686352.08	37173579.59	32048338.82	32512778.63	32636221.81	42883194.04	38153568.15	35519696.61	40591039.78	38749976.36	40529277.87	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9BR76	Coronin-1B OS=Homo sapiens OX=9606 GN=CORO1B PE=1 SV=1	0	FALSE	65.674	31	14	321	14	489	54.2	5.88	677.09	14	0	35338726.1	36994407.5	37196415.46	49287138.67	49642007.4	50040974.98	45864673.36	49862027.21	49122538.03	51171435.51	55061333.03	56655947.26	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P00352	Aldehyde dehydrogenase 1A1 OS=Homo sapiens OX=9606 GN=ALDH1A1 PE=1 SV=2	0	FALSE	154.147	50	22	316	20	501	54.8	6.73	637.51	22	2	38948305.49	37630171.63	37244393.7	113240984.4	99951649.86	110710329.5	8871330.76	8753113.556	9723024.962	30044231.7	29323728.95	26438424.96	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P40222	Alpha-taxilin OS=Homo sapiens OX=9606 GN=TXLNA PE=1 SV=3	0	FALSE	98.544	41	17	239	17	546	61.9	6.52	469.07	17	0	36746913.14	36789535.88	37255784.55	31551449.95	31318011.37	33411937.17	35299590.23	32862302.4	35103195.86	32467282.76	34173772.07	37879957.87	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P50570	Dynamin-2 OS=Homo sapiens OX=9606 GN=DNM2 PE=1 SV=2	0	FALSE	112.207	31	25	458	14	870	98	7.44	696.45	25	11	37253327.53	36113669.65	37300322.09	44835264.18	37667227.06	37341002.24	35517143.96	33452748.47	32211852.16	44481410.21	41049748.8	38175706.42	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q96HE7	ERO1-like protein alpha OS=Homo sapiens OX=9606 GN=ERO1A PE=1 SV=2	0	FALSE	130.465	45	19	464	18	468	54.4	5.68	780.33	19	1	36958098.59	36854826.3	37303880.39	48569320.93	45769782.26	48826326.71	40162101.5	42714904.01	41233362.39	50498397.76	52892411.83	51921369.63	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q9H3K6	BolA-like protein 2 OS=Homo sapiens OX=9606 GN=BOLA2 PE=1 SV=1	0	FALSE	45.091	62	4	174	4	86	10.1	6.52	471.45	4	0	40845682.87	39763693.55	37306813.7	38916093.87	42668351.86	43804032.78	33033257.75	33574969.54	35792455.54	36521537.69	39102831.45	38180384.52	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	O14776	Transcription elongation regulator 1 OS=Homo sapiens OX=9606 GN=TCERG1 PE=1 SV=2	0	FALSE	93.814	20	20	326	20	1098	123.8	8.65	354.56	20	0	36655508.13	37419500.76	37307395.51	29212333.64	25825973.06	24687611.62	37520298.98	31228177.08	31208359.57	24797459.05	25198923.41	22446823.05	High	High	High	High	High	High	High	High	High	High	High	High	1	
