"Master"	"Accession"	"Description"	"Exp..q.value..Combined"	"Contaminant"	"Sum.PEP.Score"	"Coverage...."	"X..Peptides"	"X..PSMs"	"X..Unique.Peptides"	"X..AAs"	"MW..kDa."	"calc..pI"	"Score.Sequest.HT..Sequest.HT"	"X..Peptides..by.Search.Engine...Sequest.HT"	"X..Razor.Peptides"	"Abundances..Normalized...F1..Sample"	"Abundances..Normalized...F2..Sample"	"Abundances..Normalized...F3..Sample"	"Abundances..Normalized...F4..Sample"	"Abundances..Normalized...F5..Sample"	"Abundances..Normalized...F6..Sample"	"Abundances..Normalized...F7..Sample"	"Abundances..Normalized...F8..Sample"	"Abundances..Normalized...F9..Sample"	"Abundances..Normalized...F10..Sample"	"Abundances..Normalized...F11..Sample"	"Abundances..Normalized...F12..Sample"
"IsMasterProtein"	"Q6ZUX7"	"LHFPL tetraspan subfamily member 2 protein OS=Homo sapiens OX=9606 GN=LHFPL2 PE=1 SV=2"	0	"FALSE"	10.499	11	1	14	1	228	24.5	6.49	59.49	1	0	985336.125	1153224	947172.4375	593789.4375	392067.5625	461959	713432.5625	761270	745229.625	714603	NA	529961
"IsMasterProtein"	"Q8IWA0"	"WD repeat-containing protein 75 OS=Homo sapiens OX=9606 GN=WDR75 PE=1 SV=1"	0.023	"FALSE"	2.217	1	1	10	1	830	94.4	5.96	11.58	1	0	716438.25	846671.0625	848020.125	280729.75	254615	300767.03125	393244.15625	459342.96875	531069.25	300105.53125	530396.5	389647.1875
"IsMasterProtein"	"O60664"	"Perilipin-3 OS=Homo sapiens OX=9606 GN=PLIN3 PE=1 SV=3"	0	"FALSE"	7.22	4	1	19	1	434	47	5.44	44.4	1	0	296221.0625	480620.59375	433080.03125	508878.75	464747.0625	507738.125	230990.09375	196259.546875	263846.875	330251.75	329888.21875	247395.671875
"IsMasterProtein"	"Q6DN14"	"Multiple C2 and transmembrane domain-containing protein 1 OS=Homo sapiens OX=9606 GN=MCTP1 PE=2 SV=2"	0.022	"FALSE"	2.23	1	1	1	1	999	111.6	8.15	0	1	0	4930213	4511680.5	4212871.5	6797679.5	7163225	7700903.5	2518673.25	2538125.5	2126418.5	10130790	9717307	8537411
"IsMasterProtein"	"Q9H5P4"	"PDZ domain-containing protein 7 OS=Homo sapiens OX=9606 GN=PDZD7 PE=1 SV=2"	0.021	"FALSE"	2.256	1	1	1	1	1033	111.7	9.72	0	1	0	167007.484375	NA	136273.03125	140035.25	131959.765625	NA	101709.9921875	NA	91579.578125	NA	306510.9375	124603.203125
"IsMasterProtein"	"Q8N9V3"	"WD repeat, SAM and U-box domain-containing protein 1 OS=Homo sapiens OX=9606 GN=WDSUB1 PE=1 SV=3"	0.013	"FALSE"	2.534	1	1	9	1	476	52.8	6.37	3.48	1	0	280311.21875	239870.8125	237580.4375	126863.3203125	146423.890625	122655.1015625	170620.390625	209638.546875	199409.296875	181041.265625	189051.140625	222731.15625
"IsMasterProtein"	"Q9BZX2"	"Uridine-cytidine kinase 2 OS=Homo sapiens OX=9606 GN=UCK2 PE=1 SV=1"	0.001	"FALSE"	4.353	7	1	24	1	261	29.3	6.7	2.08	1	0	365888.65625	395806.65625	415906.0625	132529.9375	170595.796875	234778.90625	133096.515625	137280.984375	171512.53125	145764.421875	170126.578125	174058.25
"IsMasterProtein"	"Q8WYP5"	"Protein ELYS OS=Homo sapiens OX=9606 GN=AHCTF1 PE=1 SV=3"	0.001	"FALSE"	4.528	1	1	7	1	2266	252.3	6.6	6.31	1	0	68898.5703125	103079.0546875	93352.390625	75334.7109375	83771.5859375	72867.15625	13082.0859375	17807.185546875	29339.134765625	50109.5625	57252.0625	47065.07421875
"IsMasterProtein"	"Q5VZL5"	"Zinc finger MYM-type protein 4 OS=Homo sapiens OX=9606 GN=ZMYM4 PE=1 SV=1"	0.011	"FALSE"	2.634	1	1	2	1	1548	172.7	6.84	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IsMasterProtein"	"Q9P253"	"Vacuolar protein sorting-associated protein 18 homolog OS=Homo sapiens OX=9606 GN=VPS18 PE=1 SV=2"	0.005	"FALSE"	2.951	1	1	4	1	973	110.1	6.07	5.57	1	0	385227.375	578000.375	503546.25	132281.75	124640.171875	134433.515625	129754.171875	189660.796875	188995.203125	204833.375	187742.171875	217626.703125
"IsMasterProtein"	"Q6UXB8"	"Peptidase inhibitor 16 OS=Homo sapiens OX=9606 GN=PI16 PE=1 SV=1"	0.001	"FALSE"	4.477	2	1	20	1	463	49.4	5.39	5.31	1	0	370967.875	411088.34375	328910.75	223241.1875	195741.984375	272741.96875	623655.625	501234.28125	401942.84375	239059.59375	260828.203125	220017.921875
"IsMasterProtein"	"P49356"	"Protein farnesyltransferase subunit beta OS=Homo sapiens OX=9606 GN=FNTB PE=1 SV=1"	0.001	"FALSE"	4.241	2	1	1	1	437	48.7	5.82	2.09	1	0	261202.8125	296217.96875	263342.03125	350594.6875	336687.34375	222012.140625	148767.75	113610.359375	99106.40625	121080.859375	134786.25	NA
"IsMasterProtein"	"Q9BW91"	"ADP-ribose pyrophosphatase, mitochondrial OS=Homo sapiens OX=9606 GN=NUDT9 PE=1 SV=1"	0.004	"FALSE"	3.106	2	1	6	1	350	39.1	8.22	1.63	1	0	48824.0390625	64021.546875	48565.84765625	395670.28125	452973.53125	251433.234375	57984.60546875	72580.9140625	86846.515625	60992.08984375	37757.765625	34442.58203125
"IsMasterProtein"	"P40429"	"60S ribosomal protein L13a OS=Homo sapiens OX=9606 GN=RPL13A PE=1 SV=2"	0.001	"FALSE"	3.929	4	1	2	1	203	23.6	10.93	6.08	1	0	1073381.625	853796.5625	NA	NA	433083.5625	NA	232614.921875	287013.6875	443207.9375	424604.84375	439597.25	NA
"IsMasterProtein"	"Q9P2D7"	"Dynein axonemal heavy chain 1 OS=Homo sapiens OX=9606 GN=DNAH1 PE=1 SV=6"	0.026	"FALSE"	2.162	0	1	2	1	4265	487.2	5.83	0	1	0	69115.53125	71088.34375	42601.54296875	110450.75	215355.484375	84802.9375	35901.45703125	NA	36572.1953125	NA	128756.234375	71963.640625
"IsMasterProtein"	"Q7L4I2"	"Arginine/serine-rich coiled-coil protein 2 OS=Homo sapiens OX=9606 GN=RSRC2 PE=1 SV=1"	0.001	"FALSE"	5.073	3	1	4	1	434	50.5	11.33	11.54	1	0	1176997.25	1399930	2032535.25	572534.1875	434427.96875	726885.8125	689332.6875	544747.875	821766.25	NA	862606.875	NA
"IsMasterProtein"	"P20073"	"Annexin A7 OS=Homo sapiens OX=9606 GN=ANXA7 PE=1 SV=3"	0	"FALSE"	6.511	3	1	6	1	488	52.7	5.68	10.96	1	0	86419	84238.515625	62135.44921875	157890.859375	150700.46875	108072.1171875	77640.390625	80161.0625	81088.9765625	71790.7109375	87804.3828125	78261.65625
"IsMasterProtein"	"Q13093"	"Platelet-activating factor acetylhydrolase OS=Homo sapiens OX=9606 GN=PLA2G7 PE=1 SV=1"	0.008	"FALSE"	2.808	4	1	1	1	441	50	7.56	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IsMasterProtein"	"P51659"	"Peroxisomal multifunctional enzyme type 2 OS=Homo sapiens OX=9606 GN=HSD17B4 PE=1 SV=3"	0.001	"FALSE"	4.696	2	1	7	1	736	79.6	8.84	4.25	1	0	NA	1261296.25	1080533.875	410433.875	502363.34375	554550.3125	NA	NA	NA	576275.625	554927.0625	538236.3125
"IsMasterProtein"	"Q8TD19"	"Serine/threonine-protein kinase Nek9 OS=Homo sapiens OX=9606 GN=NEK9 PE=1 SV=2"	0.041	"FALSE"	2.01	1	1	1	1	979	107.1	5.74	0	1	0	202919.125	292308.625	256811.3125	167177.140625	209996.421875	NA	NA	NA	105743.9140625	128973.9375	NA	NA
"IsMasterProtein"	"Q9UIG0"	"Tyrosine-protein kinase BAZ1B OS=Homo sapiens OX=9606 GN=BAZ1B PE=1 SV=2"	0	"FALSE"	6.629	1	1	17	1	1483	170.8	8.48	9.57	1	0	119109.0625	131171.171875	176599.78125	45568.82421875	55602.88671875	124000.5078125	90640.9609375	52063.59765625	94737.5078125	125096.546875	190382.90625	224117.25
"IsMasterProtein"	"P11532"	"Dystrophin OS=Homo sapiens OX=9606 GN=DMD PE=1 SV=3"	0.021	"FALSE"	2.26	0	1	9	1	3685	426.5	5.88	1.61	1	0	707182.625	867010.125	826521.3125	923981.6875	725218.625	438540.78125	NA	282924.21875	726721.375	677958.3125	584312.4375	636342.5
"IsMasterProtein"	"O15127"	"Secretory carrier-associated membrane protein 2 OS=Homo sapiens OX=9606 GN=SCAMP2 PE=1 SV=2"	0.001	"FALSE"	5.333	4	1	4	1	329	36.6	6.1	9.26	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IsMasterProtein"	"Q92839"	"Hyaluronan synthase 1 OS=Homo sapiens OX=9606 GN=HAS1 PE=1 SV=2"	0.016	"FALSE"	2.479	1	1	3	1	578	64.8	9.19	6.87	1	0	6353562	5981839.5	6384997	5026999.5	4911544.5	4270392.5	3899963.25	2658724.75	3618691.75	2834524	2995245	4030038
"IsMasterProtein"	"O00220"	"Tumor necrosis factor receptor superfamily member 10A OS=Homo sapiens OX=9606 GN=TNFRSF10A PE=1 SV=3"	0.001	"FALSE"	4.025	3	1	6	1	468	50.1	7.03	0	1	0	61641.875	78084.3125	87549.828125	46859.12890625	56302.82421875	66972.0625	124202.84375	123098.3359375	148104.109375	73255.65625	79762.3984375	93941.40625
"IsMasterProtein"	"Q7L0X0"	"TLR4 interactor with leucine rich repeats OS=Homo sapiens OX=9606 GN=TRIL PE=1 SV=2"	0.001	"FALSE"	4.777	1	1	12	1	811	88.7	9.6	25.05	1	0	266974.40625	321596.40625	171093.140625	292938.09375	369771.5	254374.796875	128706.125	112927.0390625	108513.25	210161.6875	169048.84375	214142.875
"IsMasterProtein"	"Q9UGU5"	"HMG domain-containing protein 4 OS=Homo sapiens OX=9606 GN=HMGXB4 PE=1 SV=2"	0	"FALSE"	10.033	3	1	17	1	601	65.7	9.32	29.28	1	0	729730.1875	662169.875	597603.5	271310.4375	282676.6875	358951.03125	231513.109375	191469.328125	225901.0625	202594.28125	251854.546875	262197.90625
"IsMasterProtein"	"Q9BT25"	"HAUS augmin-like complex subunit 8 OS=Homo sapiens OX=9606 GN=HAUS8 PE=1 SV=3"	0.001	"FALSE"	4.004	6	1	3	1	410	44.8	7.06	0	1	0	45679.10546875	48766.60546875	47201.65234375	NA	NA	NA	12521.1884765625	18000.033203125	19519.37109375	9354.8056640625	19634.244140625	42103.9609375
"IsMasterProtein"	"Q96BJ3"	"Axin interactor, dorsalization-associated protein OS=Homo sapiens OX=9606 GN=AIDA PE=1 SV=1"	0.016	"FALSE"	2.467	3	1	3	1	306	35	6.55	0	1	0	435426.15625	437927.96875	360030.0625	466821.46875	279653.40625	NA	242316.328125	320135.0625	304486.3125	299580.75	264880.96875	226591.265625
"IsMasterProtein"	"Q53H82"	"Endoribonuclease LACTB2 OS=Homo sapiens OX=9606 GN=LACTB2 PE=1 SV=2"	0.002	"FALSE"	3.675	4	1	3	1	288	32.8	6.8	0	1	0	170121.90625	NA	157720.015625	312433.9375	201459.71875	231988.46875	194563.140625	278579.96875	654998.75	231977.484375	187020.890625	218463.5625
"IsMasterProtein"	"A1L390"	"Pleckstrin homology domain-containing family G member 3 OS=Homo sapiens OX=9606 GN=PLEKHG3 PE=1 SV=1"	0.001	"FALSE"	5.373	2	1	13	1	1219	134.3	6.55	4.5	1	0	515370.90625	469007.09375	434085.1875	146390.75	154213.796875	181218.078125	55953.7265625	48537.50390625	57327.06640625	134391.609375	170850.734375	172493.171875
"IsMasterProtein"	"O14908"	"PDZ domain-containing protein GIPC1 OS=Homo sapiens OX=9606 GN=GIPC1 PE=1 SV=2"	0	"FALSE"	5.978	5	1	12	1	333	36	6.28	7.98	1	0	285420.6875	318861.15625	204477.78125	220747.078125	257852.75	151301.421875	146707.53125	97224.7734375	149763.078125	120449.1875	127805.53125	138342.953125
"IsMasterProtein"	"P25311"	"Zinc-alpha-2-glycoprotein OS=Homo sapiens OX=9606 GN=AZGP1 PE=1 SV=2"	0.001	"FALSE"	4.446	4	1	1	1	298	34.2	6.05	0	1	0	119164.4921875	82839.5	89028.5859375	144505.65625	143703.765625	130519.5078125	75747.5703125	63319.00390625	NA	126458.1015625	NA	269506.53125
"IsMasterProtein"	"Q9ULD2"	"Microtubule-associated tumor suppressor 1 OS=Homo sapiens OX=9606 GN=MTUS1 PE=1 SV=2"	0.001	"FALSE"	5.528	1	1	5	1	1270	141.3	7.5	2.46	1	0	25006.79296875	19307.72265625	27949.4296875	53311.40234375	63028.44140625	30227.59375	19868.501953125	20872.15234375	27913.54296875	35293.77734375	38091.60546875	50339.234375
"IsMasterProtein"	"O95754"	"Semaphorin-4F OS=Homo sapiens OX=9606 GN=SEMA4F PE=2 SV=2"	0.05	"FALSE"	1.937	1	1	1	1	770	83.5	6.95	0	1	0	NA	NA	NA	208151.84375	222347.234375	155590	441619.6875	394675.65625	329243.125	236212.90625	178423	NA
"IsMasterProtein"	"Q8NFP0"	"Peroxisomal testis-specific protein 1 OS=Homo sapiens OX=9606 GN=PXT1 PE=1 SV=2"	0.039	"FALSE"	2.025	16	1	3	1	134	16	9.09	0	1	0	1225171	985246.5	1320505.875	1267528.25	1878891.875	1476854.875	568272.8125	1302203	684390.3125	2760917.5	2359061.5	717036.5
"IsMasterProtein"	"P49366"	"Deoxyhypusine synthase OS=Homo sapiens OX=9606 GN=DHPS PE=1 SV=1"	0.002	"FALSE"	3.493	5	1	2	1	369	40.9	5.36	0	1	0	43607.3125	51213.21484375	NA	33459.40625	41226.703125	26965.01953125	33512.89453125	26088.650390625	47818.2578125	22917.525390625	23366.87109375	29805.06640625
"IsMasterProtein"	"O95497"	"Pantetheinase OS=Homo sapiens OX=9606 GN=VNN1 PE=1 SV=2"	0.035	"FALSE"	2.05	1	1	2	1	513	57	5.55	4.11	1	0	512562.21875	468095.25	920617.4375	NA	NA	NA	NA	770175.125	NA	803345.0625	1049108	NA
"IsMasterProtein"	"Q8WTS6"	"Histone-lysine N-methyltransferase SETD7 OS=Homo sapiens OX=9606 GN=SETD7 PE=1 SV=1"	0	"FALSE"	5.792	5	1	10	1	366	40.7	4.63	29.55	1	0	582586.3125	583559.625	675890	191492.359375	207449.46875	420049.25	719771	529310.75	954100.6875	309771.625	261972.03125	404432.28125
"IsMasterProtein"	"P09543"	"2',3'-cyclic-nucleotide 3'-phosphodiesterase OS=Homo sapiens OX=9606 GN=CNP PE=1 SV=2"	0.008	"FALSE"	2.745	4	1	4	1	421	47.5	9.07	0	1	0	108752.8828125	209020.953125	NA	211219.8125	155826.390625	153756.65625	89331.078125	153900.34375	80712.0703125	NA	59143.859375	88752.53125
"IsMasterProtein"	"Q9P232"	"Contactin-3 OS=Homo sapiens OX=9606 GN=CNTN3 PE=1 SV=3"	0.023	"FALSE"	2.213	1	1	1	1	1028	112.8	6.3	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IsMasterProtein"	"P26992"	"Ciliary neurotrophic factor receptor subunit alpha OS=Homo sapiens OX=9606 GN=CNTFR PE=1 SV=2"	0.048	"FALSE"	1.943	2	1	6	1	372	40.6	6.76	0	1	0	1083617.25	998692.4375	1137447.375	585100.1875	635256.625	954699	NA	NA	NA	949260.9375	922939.875	616747.125
"IsMasterProtein"	"Q9NWZ5"	"Uridine-cytidine kinase-like 1 OS=Homo sapiens OX=9606 GN=UCKL1 PE=1 SV=2"	0.04	"FALSE"	2.018	1	1	1	1	548	61.1	7.36	0	1	0	221705.40625	215476.75	168558.625	252835.765625	250836.390625	164299.84375	137448.890625	134800.953125	144100.34375	220557.34375	207850.65625	253129.984375
"IsMasterProtein"	"P34096"	"Ribonuclease 4 OS=Homo sapiens OX=9606 GN=RNASE4 PE=1 SV=3"	0	"FALSE"	6.597	9	1	74	1	147	16.8	9.03	134.76	1	0	424253.28125	469461.21875	720239.4375	607056.125	653803.75	696824.4375	748264.0625	678235.4375	841113.0625	1140056.5	876835.5	963295.6875
"IsMasterProtein"	"Q9UPN4"	"Centrosomal protein of 131 kDa OS=Homo sapiens OX=9606 GN=CEP131 PE=1 SV=3"	0.001	"FALSE"	4.656	1	1	4	1	1083	122.1	8.69	1.61	1	0	34236.8984375	38725.07421875	37830.84375	148803.046875	182605.078125	140860.15625	53988.69921875	NA	50291.9609375	NA	NA	39129.5546875
"IsMasterProtein"	"Q9P2N7"	"Kelch-like protein 13 OS=Homo sapiens OX=9606 GN=KLHL13 PE=1 SV=3"	0.002	"FALSE"	3.443	2	1	4	1	655	73.8	6.62	0	1	0	47758.18359375	63545.7109375	67047.7734375	57714.4765625	57973.26171875	88555.78125	51460.02734375	75311.5859375	67907.0078125	60056.75	64185.53125	72538.9609375
"IsMasterProtein"	"Q8WX77"	"Insulin-like growth factor-binding protein-like 1 OS=Homo sapiens OX=9606 GN=IGFBPL1 PE=2 SV=1"	0	"FALSE"	8.391	8	1	4	1	278	29	7.93	11.7	1	0	212558.640625	258022.46875	127207.078125	NA	NA	NA	NA	NA	NA	137990.0625	155228.359375	119941.265625
"IsMasterProtein"	"Q9H813"	"Proton-activated chloride channel OS=Homo sapiens OX=9606 GN=PACC1 PE=1 SV=1"	0.057	"FALSE"	1.877	3	1	1	1	350	40	8.88	1.63	1	0	489566.59375	998306.9375	623407.75	556970.375	470429.5	479846.25	403996.40625	445633.1875	449246.9375	660777.375	413456.625	608728.125
"IsMasterProtein"	"P55957"	"BH3-interacting domain death agonist OS=Homo sapiens OX=9606 GN=BID PE=1 SV=1"	0.001	"FALSE"	5.258	8	1	15	1	195	22	5.44	8.92	1	0	315412	320421.6875	319303.125	234596.0625	188877.796875	307201.375	294513.875	289096.1875	345563.75	250035.96875	325732.96875	366207
"IsMasterProtein"	"Q09472"	"Histone acetyltransferase p300 OS=Homo sapiens OX=9606 GN=EP300 PE=1 SV=2"	0.042	"FALSE"	2	0	1	1	1	2414	264	8.5	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IsMasterProtein"	"P01133"	"Pro-epidermal growth factor OS=Homo sapiens OX=9606 GN=EGF PE=1 SV=2"	0.001	"FALSE"	4.15	1	1	6	1	1207	133.9	5.85	11.06	1	0	243585.578125	237986.96875	265270.09375	105894.4765625	145479.25	160828.109375	80962.734375	119131.6875	87949.5078125	125134.3046875	119937.65625	169600.390625
"IsMasterProtein"	"P46736"	"Lys-63-specific deubiquitinase BRCC36 OS=Homo sapiens OX=9606 GN=BRCC3 PE=1 SV=2"	0	"FALSE"	6.707	5	1	10	1	316	36	5.92	6.65	1	0	121641.3125	146776.578125	86865.9609375	80400.8125	132209.984375	92122.2421875	78893.328125	75073.5703125	88378.546875	126813.3984375	128249.5078125	123678.1328125
"IsMasterProtein"	"Q9BY43"	"Charged multivesicular body protein 4a OS=Homo sapiens OX=9606 GN=CHMP4A PE=1 SV=3"	0	"FALSE"	6.422	7	1	9	1	222	25.1	4.7	24.41	1	0	818607.5625	626680.0625	589475.25	974514.5	523187.84375	938388.9375	439162.96875	NA	466390.96875	NA	NA	NA
"IsMasterProtein"	"Q8IWB9"	"Testis-expressed protein 2 OS=Homo sapiens OX=9606 GN=TEX2 PE=1 SV=2"	0.001	"FALSE"	4.649	1	1	1	1	1127	125.2	6.01	0	1	0	176707.171875	168750.03125	147169.84375	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IsMasterProtein"	"Q99719"	"Septin-5 OS=Homo sapiens OX=9606 GN=SEPTIN5 PE=1 SV=1"	0	"FALSE"	7.306	4	1	14	1	369	42.8	6.67	23.86	1	0	349194.53125	356620.71875	465698.8125	116545.2734375	147656.703125	183535.34375	152245.828125	137449.515625	142340.5625	269083.53125	277541.875	246697.15625
"IsMasterProtein"	"P06881"	"Calcitonin gene-related peptide 1 OS=Homo sapiens OX=9606 GN=CALCA PE=1 SV=4"	0.001	"FALSE"	4.055	8	1	1	1	128	13.9	9.01	0	1	0	NA	282574.9375	323980.6875	NA	NA	NA	NA	NA	NA	NA	NA	751415.375
"IsMasterProtein"	"Q92759"	"General transcription factor IIH subunit 4 OS=Homo sapiens OX=9606 GN=GTF2H4 PE=1 SV=1"	0.001	"FALSE"	5.292	3	1	7	1	462	52.2	9.04	4.74	1	0	48429.33984375	65718.3828125	85398.6171875	NA	NA	NA	81241.40625	72541.0078125	75417.21875	63515.08984375	66537.71875	52535.4375
"IsMasterProtein"	"P61599"	"N-alpha-acetyltransferase 20 OS=Homo sapiens OX=9606 GN=NAA20 PE=1 SV=1"	0.054	"FALSE"	1.896	4	1	1	1	178	20.4	5.03	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IsMasterProtein"	"P61923"	"Coatomer subunit zeta-1 OS=Homo sapiens OX=9606 GN=COPZ1 PE=1 SV=1"	0.001	"FALSE"	4.528	6	1	1	1	177	20.2	4.81	1.98	1	0	797011.875	1229662	1357423.375	539973.1875	215705.546875	369215.96875	359196.3125	555077.5	707444.9375	492965.125	518817.3125	497582.90625
"IsMasterProtein"	"P30086"	"Phosphatidylethanolamine-binding protein 1 OS=Homo sapiens OX=9606 GN=PEBP1 PE=1 SV=3"	0.001	"FALSE"	4.942	8	1	4	1	187	21	7.53	5.33	1	0	83586.046875	NA	148178.5625	220503.484375	60022.35546875	124262.078125	86336.9296875	164242.953125	124968.6328125	102786.453125	101581.921875	NA
"IsMasterProtein"	"P55769"	"NHP2-like protein 1 OS=Homo sapiens OX=9606 GN=SNU13 PE=1 SV=3"	0.007	"FALSE"	2.854	9	1	1	1	128	14.2	8.46	0	1	0	809253.5625	702493.9375	507303.875	603083.125	765629.9375	707589.3125	529130.5625	409510.78125	407362.6875	1397866	1387631.625	1286781
"IsMasterProtein"	"O75955"	"Flotillin-1 OS=Homo sapiens OX=9606 GN=FLOT1 PE=1 SV=3"	0.03	"FALSE"	2.109	4	1	5	1	427	47.3	7.49	0	1	0	9912029	9736813	10944206	14314797	14626257	12671209	23642226	25602426	17808642	22039266	16865850	17701834
"IsMasterProtein"	"Q13227"	"G protein pathway suppressor 2 OS=Homo sapiens OX=9606 GN=GPS2 PE=1 SV=3"	0.055	"FALSE"	1.891	3	1	13	1	327	36.7	9.52	25.17	1	0	674673.75	703507.625	657102.5	1019262.6875	755635.4375	1008890.3125	594266.25	520716.78125	490516.96875	468058.78125	357911.15625	431201.90625
"IsMasterProtein"	"P51809"	"Vesicle-associated membrane protein 7 OS=Homo sapiens OX=9606 GN=VAMP7 PE=1 SV=3"	0.005	"FALSE"	2.952	3	1	9	1	220	24.9	8.6	19.53	1	0	260960.59375	325922.25	235013.328125	271298.9375	360163.40625	219296.640625	165547.125	194093.828125	173579.671875	264365.1875	246722.359375	268899.8125
"IsMasterProtein"	"ENSEMBL:ENSBTAP00000011227"	"(Bos taurus) 15 kDa protein"	0	"TRUE"	6.324	15	1	7	1	137	14.6	9.44	10.52	1	0	NA	149635.4375	710549.75	80060.5	NA	NA	NA	680655.5	NA	463055.8125	751626.8125	700658
"IsMasterProtein"	"P07311"	"Acylphosphatase-1 OS=Homo sapiens OX=9606 GN=ACYP1 PE=1 SV=2"	0.018	"FALSE"	2.353	7	1	9	1	99	11.3	9.31	0	1	0	162818.890625	165168.203125	178547.84375	139012.109375	106047.2890625	114109.7421875	123491.046875	185627.890625	172328.046875	123887.5625	109873.8359375	74760.390625
"IsMasterProtein"	"Q9Y3X0"	"Coiled-coil domain-containing protein 9 OS=Homo sapiens OX=9606 GN=CCDC9 PE=1 SV=1"	0.055	"FALSE"	1.889	1	1	4	1	531	59.7	5.4	4.04	1	0	235073.125	259960.15625	134063.609375	353045.625	NA	206789.75	NA	NA	NA	82580.8984375	85398.5234375	105495.859375
"IsMasterProtein"	"Q9BUN1"	"Protein MENT OS=Homo sapiens OX=9606 GN=MENT PE=1 SV=1"	0.005	"FALSE"	3.023	2	1	14	1	341	36.7	8.59	36.32	1	0	4256076	3785427.5	3485370.25	8042625	6577008.5	8377379.5	3959713.75	3192610.25	3412952.5	4291566.5	4911447.5	4418734
"IsMasterProtein"	"P78346"	"Ribonuclease P protein subunit p30 OS=Homo sapiens OX=9606 GN=RPP30 PE=1 SV=1"	0.001	"FALSE"	4.016	6	1	23	1	268	29.3	8.91	31.69	1	0	941035	1087365.25	1364126.375	561607.3125	660745.75	656338.8125	453831.46875	573306.5625	673218.9375	818531.0625	803204.9375	824769.9375
"IsMasterProtein"	"Q12965"	"Unconventional myosin-Ie OS=Homo sapiens OX=9606 GN=MYO1E PE=1 SV=2"	0.033	"FALSE"	2.078	1	1	4	1	1108	127	8.92	0	1	0	558830.3125	710921.9375	507759.5	NA	118548.3984375	105747.40625	272928.78125	171400.046875	253728.953125	166917.21875	152754.0625	NA
"IsMasterProtein"	"Q9NPJ6"	"Mediator of RNA polymerase II transcription subunit 4 OS=Homo sapiens OX=9606 GN=MED4 PE=1 SV=1"	0.002	"FALSE"	3.546	6	1	1	1	270	29.7	5.1	2.1	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IsMasterProtein"	"Q9Y4R8"	"Telomere length regulation protein TEL2 homolog OS=Homo sapiens OX=9606 GN=TELO2 PE=1 SV=2"	0	"FALSE"	6.291	2	1	24	1	837	91.7	5.76	15.88	1	0	523285.34375	692545.625	804180.5	3301.84790039063	NA	54865.9453125	178639.421875	249928.5625	415818.4375	281355	334591.875	368828.28125
"IsMasterProtein"	"Q9BUI4"	"DNA-directed RNA polymerase III subunit RPC3 OS=Homo sapiens OX=9606 GN=POLR3C PE=1 SV=1"	0.03	"FALSE"	2.106	1	1	2	1	534	60.6	7.31	0	1	0	148701.546875	165128.6875	80218.1875	77855.4765625	93095.625	79358.625	48403.9765625	49863.96875	61575.97265625	87960.171875	63989.75390625	NA
"IsMasterProtein"	"Q8NAV1"	"Pre-mRNA-splicing factor 38A OS=Homo sapiens OX=9606 GN=PRPF38A PE=1 SV=1"	0.039	"FALSE"	2.022	3	1	1	1	312	37.5	9.96	0	1	0	177036.359375	220319.9375	229603.90625	NA	NA	NA	NA	NA	369116.28125	58996.9375	280249.6875	85295.7578125
"IsMasterProtein"	"P62861"	"40S ribosomal protein S30 OS=Homo sapiens OX=9606 GN=FAU PE=1 SV=1"	0.001	"FALSE"	4.853	17	1	7	1	59	6.6	12.15	15.75	1	0	1562303.125	2519526.75	2242225	1482087.375	1157535.5	1742334.5	1262078.25	883644.875	907378.4375	824844.0625	832133.4375	944378.9375
"IsMasterProtein"	"Q13432"	"Protein unc-119 homolog A OS=Homo sapiens OX=9606 GN=UNC119 PE=1 SV=1"	0.004	"FALSE"	3.143	4	1	11	1	240	26.9	6.42	3.68	1	0	346128.40625	464366.4375	378339.4375	218425.921875	272172.0625	252173.546875	165138.625	159546.515625	188214.84375	178522.953125	179072.234375	189431.6875
"IsMasterProtein"	"Q92997"	"Segment polarity protein dishevelled homolog DVL-3 OS=Homo sapiens OX=9606 GN=DVL3 PE=1 SV=2"	0.001	"FALSE"	4.253	3	1	1	1	716	78	6.65	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IsMasterProtein"	"P45877"	"Peptidyl-prolyl cis-trans isomerase C OS=Homo sapiens OX=9606 GN=PPIC PE=1 SV=1"	0.003	"FALSE"	3.393	4	1	30	1	212	22.7	8.4	46.17	1	0	4599176.5	6876890	7509793.5	3615678	3534279.25	3042692.5	4086927	4724496.5	8316656	7544304	6403510.5	4506886.5
